Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2026-04-26 10:48 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,91.42,,
2026-04-26 11:00 (-07),Live,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2026-04-26 10:54 (-07),,,,,,,166,92.25,,
2026-04-27 06:39 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-27 11:23 (MST),On Demand,Jon Hosking,30,Walking,Music,30 min 80s Rock Walk,2026-04-27 04:54 (MST),0,,,,5.92,2.90,351,132.11,,
2026-04-27 11:55 (MST),On Demand,Jermaine Johnson,20,Running,Music,20 min 90s Rock Run,2026-04-25 21:00 (MST),0,,,,7.85,2.47,321,159.33,0,7:39
2026-04-27 12:15 (MST),On Demand,Matt Wilpers,5,Walking,Cool Down,5 min Cool Down Walk,2026-03-16 21:00 (MST),0,,,,3.38,0.27,53,124.71,,
2026-04-27 12:21 (MST),On Demand,Jess Sims,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-11-12 22:00 (MST),,,,,,,36,103.60,,
2026-04-27 12:33 (MST),On Demand,Becs Gentry,5,Rowing,Warm Up/Cool Down,5 min Get To Know Me Warm Up Row,2025-12-09 22:00 (MST),0,,,,3.17,989.00,51,120.41,,
2026-04-27 12:38 (MST),On Demand,Matt Wilpers,30,Rowing,Music/Theme,30 min Rock Row,2026-03-28 04:24 (MST),0,,,,3.25,5876.00,337,128.93,,
2026-04-27 13:10 (MST),On Demand,Adrian Williams,5,Rowing,Warm Up/Cool Down,5 min Cool Down Row,2026-01-22 22:00 (MST),0,,,,2.10,640.00,40,108.40,,
2026-04-27 13:14 (MST),On Demand,Adrian Williams,5,Stretching,Pre & Post-Row Stretch,5 min Post-Row Stretch,2024-07-04 23:00 (MST),,,,,,,23,88.45,,
2026-04-27 13:26 (MST),On Demand,Denis Morton,60,Yoga,Flow,60 min Yoga Flow,2026-04-25 10:53 (MST),,,,,,,328,92.35,,
2026-04-27 14:27 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,74.96,,
2026-04-27 23:02 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2026-04-26 19:00 (MST),,,,,,,,62.29,,
2026-04-28 01:00 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-28 05:47 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,62.41,,
2026-04-28 19:17 (-07),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2026-04-26 08:25 (-07),,,,,,,111,78.90,,
2026-04-28 21:06 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2026-04-26 19:00 (MST),,,,,,,,57.38,,
2026-04-29 05:09 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-29 10:06 (-07),On Demand,Kirra Michel,30,Yoga,Power,30 min Power Flow,2026-04-25 08:56 (-07),,,,,,,141,85.35,,
2026-04-29 10:40 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,62.30,,
2026-04-29 11:02 (-07),On Demand,Denis Morton,10,Cycling,Warm Up,10 min Warm Up Ride,2026-04-27 21:00 (-07),135,224,45%,100,22.22,3.70,132,142.03,,
2026-04-29 11:13 (-07),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2026-04-20 14:26 (-07),630,233,52%,86,22.58,16.94,757,165.24,,
2026-04-29 11:58 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),17,56,28%,87,12.53,1.05,53,126.07,,
2026-04-29 12:04 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,39,108.29,,
2026-04-30 06:05 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-30 10:12 (-07),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2026-04-28 09:25 (-07),,,,,,,126,75.59,,
2026-04-30 10:43 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,59.41,,
2026-04-30 11:53 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),57,189,43%,96,20.60,1.72,52,124.12,,
2026-04-30 12:00 (-07),Live,Jess King,30,Cycling,Music,30 min House Ride,2026-04-30 11:53 (-07),441,245,54%,86,22.91,11.45,514,167.22,,
2026-04-30 12:32 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance 90s Ride,2026-04-17 06:55 (-07),527,195,54%,82,21.08,15.80,709,158.42,,
2026-04-30 13:17 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),16,52,28%,88,12.08,1.01,55,128.51,,
2026-04-30 13:22 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,36,106.69,,
2026-05-01 07:43 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-01 10:53 (MST),On Demand,Olivia Amato,5,Walking,Warm Up,5 min Warm Up Walk,2025-11-24 22:00 (MST),0,,,,4.10,0.35,38,105.60,,
2026-05-01 11:00 (MST),On Demand,Rebecca Kennedy,30,Walking,Music,30 min Rock Walk,2026-04-28 08:55 (MST),0,,,,5.41,2.68,306,122.57,,
2026-05-01 11:30 (MST),On Demand,Jermaine Johnson,5,Walking,Cool Down,5 min Cool Down Walk,2026-04-27 21:00 (MST),0,,,,3.98,0.31,44,113.46,,
2026-05-01 11:36 (MST),On Demand,Jermaine Johnson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-06-11 21:00 (MST),,,,,,,21,86.92,,
2026-05-01 11:46 (MST),On Demand,Alex Karwoski,5,Rowing,Warm Up/Cool Down,5 min Warm Up Row,2025-05-01 21:00 (MST),0,,,,3.41,1057.00,46,118.00,,
2026-05-01 11:52 (MST),On Demand,Alex Karwoski,30,Rowing,Music/Theme,30 min Rock Row,2026-04-18 04:23 (MST),0,,,,3.37,6094.00,326,126.91,,
2026-05-01 12:23 (MST),On Demand,Alex Karwoski,5,Rowing,Warm Up/Cool Down,5 min Cool Down Row,2026-02-26 22:00 (MST),0,,,,2.49,763.00,38,104.63,,
2026-05-01 12:28 (MST),On Demand,Becs Gentry,5,Stretching,Pre & Post-Row Stretch,5 min Post-Row Stretch,2025-09-11 21:00 (MST),,,,,,,23,88.98,,
2026-05-01 12:36 (MST),On Demand,Zacharias Niedzwiecki,10,Strength,Kettlebell Basics,10 min Kettlebell Basics: Tactical Clean,2026-04-29 07:00 (MST),,,,,,,73,103.40,,
2026-05-01 12:51 (MST),On Demand,Zacharias Niedzwiecki,10,Yoga,Focus Flow,10 min Focus Flow: For Runners,2026-05-01 03:56 (MST),,,,,,,57,91.83,,
2026-05-01 15:20 (-07),On Demand,Nico Sarani,20,Yoga,Flow,20 min Yoga Flow,2026-04-27 09:24 (-07),,,,,,,91,86.72,,
2026-05-01 15:49 (MST),On Demand,Aditi Shah,30,Yoga,Morning,30 min Morning Yoga Flow,2026-04-30 03:25 (MST),,,,,,,152,88.67,,
2026-05-01 18:34 (-07),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2026-04-29 21:00 (-07),65,218,49%,91,21.95,1.84,61,136.82,,
2026-05-01 18:39 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Rock Ride,2026-04-21 02:55 (-07),427,237,53%,84,22.72,11.37,481,160.22,,
2026-05-01 19:10 (-07),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2026-04-27 10:25 (-07),349,194,49%,90,21.04,10.53,452,153.96,,
2026-05-01 19:40 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-28 21:00 (-07),19,63,30%,90,13.30,1.11,52,123.94,,
2026-05-01 19:45 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-28 21:00 (-07),,,,,,,35,102.85,,
2026-05-01 20:56 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2026-04-26 19:00 (MST),,,,,,,,72.74,,
2026-05-02 06:17 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-02 06:55 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,73.03,,
2026-05-02 15:07 (-07),On Demand,Zacharias Niedzwiecki,20,Yoga,Slow Flow,20 min Slow Flow,2026-05-01 03:25 (-07),,,,,,,103,89.53,,
2026-05-02 15:33 (-07),On Demand,Matty Maggiacomo,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2026-04-30 21:00 (-07),,,,,,,56,91.12,,
2026-05-02 17:13 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up,5 min Warm Up Ride,2025-11-17 22:00 (-07),65,217,50%,88,21.94,1.83,60,134.49,,
2026-05-02 17:18 (-07),On Demand,Charlotte Weidenbach,30,Cycling,Climb,30 min Climb Ride,2026-04-25 05:54 (-07),425,236,61%,73,22.56,11.28,485,161.14,,
2026-05-02 17:50 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2026-04-21 11:55 (-07),312,173,48%,87,20.13,10.07,428,148.93,,
2026-05-02 18:20 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-30 21:00 (-07),27,89,36%,84,15.35,1.28,53,125.38,,
2026-05-02 18:25 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-12-18 22:00 (-07),,,,,,,33,100.31,,
2026-05-02 18:50 (-07),On Demand,Camila Ramon,5,Walking,Warm Up,5 min Warm Up Walk,2024-11-25 22:00 (-07),56,,,,4.20,0.35,39,108.19,,
2026-05-02 18:56 (-07),On Demand,Camila Ramon,20,Walking,Hiking,20 min Hike,2026-04-30 10:25 (-07),328,,,,4.55,1.52,229,131.02,,
2026-05-02 19:17 (-07),On Demand,Camila Ramon,5,Walking,Cool Down,5 min Cool Down Walk,2025-03-03 22:00 (-07),44,,,,3.41,0.28,44,114.07,,
2026-05-02 19:22 (-07),On Demand,Camila Ramon,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-06-25 21:00 (-07),,,,,,,22,86.89,,
2026-05-02 23:14 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2026-04-26 19:00 (MST),,,,,,,,65.39,,
2026-05-03 06:34 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-26 21:00 (MST),,,,,,,,74.28,,
2026-05-03 18:13 (-07),On Demand,Jon Hosking,10,Walking,Warm Up,10 min Warm Up Walk,2024-08-14 21:00 (-07),118,,,,4.56,0.76,77,106.79,,
2026-05-03 18:24 (-07),On Demand,Jon Hosking,20,Walking,Music,20 min 2010s Hike,2026-04-28 11:25 (-07),344,,,,5.00,1.66,242,135.11,,
2026-05-03 18:44 (-07),On Demand,Jon Hosking,10,Walking,Cool Down,10 min Cool Down Walk,2024-12-09 22:00 (-07),93,,,,3.55,0.59,81,109.50,,
2026-05-03 18:59 (-07),On Demand,Jon Hosking,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-12-11 22:00 (-07),,,,,,,16,80.72,,
2026-05-03 21:32 (-07),On Demand,Kirra Michel,30,Yoga,Focus Flow,30 min Focus Flow: Hips,2026-05-02 08:56 (-07),,,,,,,139,85.92,,
2026-05-03 22:03 (-07),On Demand,Kirra Michel,5,Meditation,Relaxation,5 min Calming Meditation,2026-03-10 15:31 (-07),,,,,,,,66.70,,
2026-05-04 07:36 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-04 14:34 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2026-03-02 22:00 (-07),61,203,44%,99,21.40,1.80,62,137.14,,
2026-05-04 14:41 (-07),On Demand,Emma Lovewell,30,Cycling,Progression,30 min Progression Ride,2026-04-25 09:24 (-07),404,225,50%,88,22.26,11.13,483,160.65,,
2026-05-04 15:11 (-07),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2026-05-02 09:25 (-07),334,186,49%,83,20.74,10.37,455,154.75,,
2026-05-04 15:42 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-19 21:00 (-07),21,68,34%,78,13.72,1.15,52,124.43,,
2026-05-04 15:47 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-02-12 22:00 (-07),,,,,,,33,100.13,,
2026-05-05 08:24 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-05 08:32 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,71.58,,
2026-05-05 13:01 (-07),On Demand,Greta Dopp,30,Yoga,Flow,30 min Yoga Flow,2026-05-02 06:26 (-07),,,,,,,126,80.29,,
2026-05-05 13:34 (-07),On Demand,Kirra Michel,10,Meditation,Relaxation,10 min Deep Relaxation Meditation,2026-01-06 16:29 (-07),,,,,,,,58.17,,
2026-05-05 13:50 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2026-05-04 21:00 (-07),50,165,40%,99,19.58,1.64,50,122.10,,
2026-05-05 13:56 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2026-05-01 11:55 (-07),556,206,47%,97,21.40,16.06,621,145.84,,
2026-05-05 14:41 (-07),On Demand,Ben Alldis,15,Cycling,Low Impact,15 min Low Impact Ride,2026-05-04 10:54 (-07),167,185,49%,83,20.73,5.18,201,143.38,,
2026-05-05 14:57 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),19,62,28%,88,13.06,1.09,45,116.00,,
2026-05-05 15:02 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,29,94.92,,
2026-05-06 06:48 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-06 10:27 (-07),On Demand,Greta Dopp,20,Yoga,Morning,20 min Morning Yoga Flow,2026-05-04 21:00 (-07),,,,,,,97,84.62,,
2026-05-06 10:48 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,62.40,,
2026-05-06 11:20 (-07),On Demand,Denis Morton,10,Cycling,Warm Up,10 min Warm Up Ride,2026-04-27 21:00 (-07),130,216,48%,88,21.95,3.66,122,135.05,,
2026-05-06 11:31 (-07),On Demand,Denis Morton,15,Cycling,Climb,15 min Climb Ride,2026-02-13 13:05 (-07),208,231,55%,79,22.50,5.62,207,146.06,,
2026-05-06 11:46 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2026-04-21 21:00 (-07),490,181,44%,98,20.52,15.40,588,141.11,,
2026-05-06 12:31 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-17 21:00 (-07),30,98,35%,92,16.12,1.35,48,118.88,,
2026-05-06 12:37 (-07),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-05-05 21:00 (-07),,,,,,,27,91.66,,
2026-05-07 06:26 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-07 10:46 (-07),On Demand,Zacharias Niedzwiecki,30,Yoga,Flow,30 min Yoga Flow,2026-04-30 09:24 (-07),,,,,,,143,86.74,,
2026-05-07 11:17 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,61.05,,
2026-05-07 12:48 (MST),On Demand,Alex Karwoski,30,Rowing,Music/Theme,30 min Classic Rock Row,2026-05-02 04:25 (MST),0,,,,3.06,5560.00,289,118.63,,
2026-05-07 19:15 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2026-03-16 21:00 (-07),53,177,43%,96,20.33,1.70,53,125.11,,
2026-05-07 19:20 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2026-05-02 04:55 (-07),715,199,49%,90,21.27,21.28,821,145.11,,
2026-05-07 20:20 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),18,60,28%,89,12.87,1.08,46,115.97,,
2026-05-07 20:26 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,24,89.90,,
2026-05-08 06:01 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-08 08:45 (-07),On Demand,Zacharias Niedzwiecki,20,Yoga,Flow,20 min Yoga Flow,2026-05-05 21:00 (-07),,,,,,,87,83.34,,
2026-05-08 09:07 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,59.09,,
2026-05-08 10:18 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2026-04-06 21:00 (-07),62,207,49%,87,21.64,1.81,55,126.95,,
2026-05-08 10:24 (-07),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2026-05-04 14:25 (-07),617,228,53%,82,22.44,16.83,693,156.06,,
2026-05-08 11:12 (-07),On Demand,Christian Vande Velde,45,Cycling,Power Zone,45 min Power Zone Recovery Ride,2026-05-05 21:00 (-07),330,122,38%,96,17.61,13.21,485,126.53,,
2026-05-08 11:57 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2026-05-07 21:00 (-07),39,129,43%,79,17.92,1.50,48,118.15,,
2026-05-08 12:02 (-07),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-23 21:00 (-07),,,,,,,23,88.66,,
2026-05-08 14:38 (MST),On Demand,Anna Greenberg,15,Meditation,Relaxation,15 min Relaxation Meditation,2026-05-05 21:00 (MST),,,,,,,,62.73,,
2026-05-09 12:08 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-09 12:13 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,67.39,,
2026-05-09 18:43 (-07),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2026-05-07 09:25 (-07),,,,,,,125,80.80,,
2026-05-09 20:30 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2026-03-02 22:00 (-07),66,219,46%,95,22.07,1.85,59,133.17,,
2026-05-09 20:36 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Rock Ride,2026-03-24 06:23 (-07),428,238,51%,88,22.71,11.36,470,157.83,,
2026-05-09 21:06 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-19 21:00 (-07),24,80,34%,83,14.80,1.24,53,125.81,,
2026-05-09 21:11 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-02-12 22:00 (-07),,,,,,,35,103.05,,
2026-05-10 06:28 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-10 19:01 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2026-05-08 08:57 (-07),,,,,,,134,82.15,,
2026-05-10 19:33 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-03 21:00 (MST),,,,,,,,59.20,,
2026-05-10 22:18 (-07),On Demand,Aditi Shah,45,Yoga,Yin Yoga,45 min Yin Yoga,2025-12-16 22:00 (-07),,,,,,,191,68.33,,
2026-05-11 06:59 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-11 07:09 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-10 21:00 (MST),,,,,,,,77.50,,
2026-05-11 12:33 (MST),On Demand,Matty Maggiacomo,5,Walking,Warm Up,5 min Get to Know Me Warm Up Walk,2025-02-09 22:00 (MST),0,,,,4.62,0.38,44,113.67,,
2026-05-11 12:39 (MST),On Demand,Joslyn Thompson Rule,20,Walking,Music,20 min 90s Hip Hop Walk,2026-05-08 05:55 (MST),0,,,,5.14,1.68,231,131.08,,
2026-05-11 13:00 (MST),On Demand,Hannah Frankson,10,Running,Intervals,Extra 10: HIIT,2026-04-12 21:00 (MST),0,,,,7.68,1.23,166,162.58,0,7:49
2026-05-11 13:11 (MST),On Demand,Joslyn Thompson Rule,5,Walking,Cool Down,5 min Cool Down Walk,2025-10-13 21:00 (MST),0,,,,3.50,0.29,51,122.11,,
2026-05-11 13:16 (MST),On Demand,Hannah Frankson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2026-05-06 21:00 (MST),,,,,,,43,107.48,,
2026-05-11 13:27 (MST),On Demand,Alex Karwoski,10,Rowing,Warm Up/Cool Down,10 min Warm Up Row,2026-05-07 21:00 (MST),0,,,,3.14,1915.00,114,129.44,,
2026-05-11 13:38 (MST),On Demand,Alex Karwoski,30,Rowing,Music/Theme,30 min Spring Cross-Training Row: W4 D2,2026-05-05 03:25 (MST),0,,,,3.20,5780.00,404,143.19,,
2026-05-11 14:09 (MST),On Demand,Alex Karwoski,5,Rowing,Warm Up/Cool Down,5 min Cool Down Row,2025-04-17 21:00 (MST),0,,,,2.34,714.00,48,117.71,,
2026-05-11 14:16 (MST),On Demand,Alex Karwoski,5,Stretching,Pre & Post-Row Stretch,5 min Post-Row Stretch,2025-01-16 22:00 (MST),,,,,,,31,96.70,,
2026-05-11 14:24 (MST),On Demand,Jess Sims,15,Strength,Kettlebells,Flash 15: Kettlebells,2026-02-16 22:00 (MST),,,,,,,167,127.80,,
2026-05-11 21:02 (-07),On Demand,Kirra Michel,15,Yoga,Focus Flow,15 min Focus Flow: For Runners,2026-05-09 09:30 (-07),,,,,,,68,72.41,,
2026-05-11 21:18 (-07),On Demand,Aditi Shah,30,Yoga,Yin Yoga,30 min Yin Yoga,2026-01-20 22:00 (-07),,,,,,,124,69.13,,
2026-05-11 22:13 (MST),On Demand,Chelsea Jackson Roberts,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2026-05-09 21:00 (MST),,,,,,,,55.93,,
2026-05-12 05:25 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-12 05:56 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-10 21:00 (MST),,,,,,,,65.62,,
2026-05-12 10:01 (MST),On Demand,Joslyn Thompson Rule,5,Walking,Warm Up,5 min Get to Know Me Warm Up Walk,2025-02-09 22:00 (MST),0,,,,3.86,0.30,38,104.98,,
2026-05-12 10:07 (MST),On Demand,Joslyn Thompson Rule,45,Walking,Music,45 min 80s Walk,2026-05-01 05:24 (MST),0,,,,5.00,3.69,497,128.23,,
2026-05-12 10:52 (MST),On Demand,Joslyn Thompson Rule,10,Running,Endurance,Extra 10: Endurance,2026-01-18 22:00 (MST),0,,,,7.79,1.23,156,155.23,0,7:42
2026-05-12 11:02 (MST),On Demand,Joslyn Thompson Rule,5,Walking,Cool Down,5 min Cool Down Walk,2026-05-11 21:00 (MST),0,,,,4.10,0.32,57,129.26,,
2026-05-12 11:08 (MST),On Demand,Joslyn Thompson Rule,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-04-16 21:00 (MST),,,,,,,37,103.76,,
2026-05-12 11:16 (MST),On Demand,Matt Wilpers,5,Rowing,Warm Up/Cool Down,5 min Warm Up Row,2025-05-29 21:00 (MST),0,,,,3.16,980.00,48,122.34,,
2026-05-12 11:23 (MST),On Demand,Alex Karwoski,30,Rowing,Endurance,30 min Endurance Row,2026-03-17 03:24 (MST),0,,,,3.39,6143.00,375,137.11,,
2026-05-12 11:55 (MST),On Demand,Matt Wilpers,5,Rowing,Warm Up/Cool Down,5 min Cool Down Row,2025-03-20 21:00 (MST),0,,,,2.51,801.00,47,116.72,,
2026-05-13 07:21 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
2026-05-13 13:35 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-10 21:00 (MST),,,,,,,,61.05,,
2026-05-13 19:25 (-07),On Demand,Denis Morton,30,Yoga,Flow,30 min Yoga Flow,2026-05-09 10:54 (-07),,,,,,,135,84.52,,
2026-05-13 22:50 (-07),On Demand,Chelsea Jackson Roberts,30,Yoga,Yin Yoga,30 min Yin Yoga,2026-03-19 03:23 (-07),,,,,,,138,78.11,,
2026-05-14 08:20 (-07),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2026-05-14 08:51 (-07),On Demand,Nico Sarani,45,Yoga,Flow,45 min Yoga Flow,2026-05-10 10:54 (-07),,,,,,,184,80.78,,
2026-05-14 09:39 (MST),On Demand,Denis Morton,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-05-10 21:00 (MST),,,,,,,,61.97,,
2026-05-14 10:01 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2026-05-11 21:00 (-07),63,208,44%,99,21.59,1.81,57,128.44,,
2026-05-14 10:06 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Rock Ride,2026-05-02 06:55 (-07),432,240,52%,86,22.84,11.44,480,159.91,,
2026-05-14 10:37 (-07),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Pop Ride,2026-05-10 21:00 (-07),381,212,51%,86,21.58,10.79,476,159.14,,
2026-05-14 11:09 (-07),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2026-05-09 04:54 (-07),336,187,44%,96,20.74,10.37,453,154.24,,
2026-05-14 11:39 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2026-05-12 21:00 (-07),28,92,33%,93,15.54,1.30,59,133.00,,
2026-05-14 11:44 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-03-10 21:00 (-07),,,,,,,41,110.80,,
2026-05-15 06:33 (-07),,,5,Meditation,,5 min Just Meditate,,,,,,,,,,,
