Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2024-08-02 09:58 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-08 23:00 (-07),25,81,35%,80,14.45,1.22,67,146.19,,
2024-08-02 17:01 (-07),Live,Sam Yo,30,Cycling,Music,30 min Classic Rock Ride,2024-07-22 04:55 (-07),308,171,49%,79,20.01,10.00,491,160.00,,
2024-08-03 07:35 (-07),On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Ride,2024-06-11 14:25 (-07),405,113,40%,80,16.77,16.76,728,134.00,,
2024-08-03 14:43 (-07),On Demand,Ben Alldis,45,Cycling,Music,45 min Classic Rock Ride,2024-07-28 05:54 (-07),455,169,47%,84,19.91,14.93,748,163.00,,
2024-08-04 07:33 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min Classic Rock Ride,2024-06-23 05:54 (-07),307,171,49%,79,19.95,9.97,453,153.00,,
2024-08-05 07:55 (-07),On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Ride,2024-04-23 14:27 (-07),428,119,39%,84,17.14,17.14,714,132.00,,
2024-08-05 16:45 (-07),Live,Ben Alldis,20,Cycling,Music,20 min 2000s Rock Ride,2024-08-04 05:54 (-07),202,169,47%,83,19.89,6.63,306,153.00,,
2024-08-06 09:28 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2024-07-20 05:00 (-07),439,122,41%,82,17.38,17.38,723,134.00,,
2024-08-06 15:33 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2024-07-21 05:55 (-07),312,173,49%,80,20.05,10.03,452,151.00,,
2024-08-07 10:18 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2024-08-02 10:53 (MST),,,,,,,217,102.08,,
2024-08-08 06:06 (MST),On Demand,Aditi Shah,20,Yoga,Focus Flow,20 min Focus Flow: Core,2024-07-25 04:25 (MST),,,,,,,123,94.80,,
2024-08-09 14:48 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min Classic Rock Ride,2024-08-03 12:25 (-07),270,150,44%,84,18.78,9.39,463,153.00,,
2024-08-09 15:19 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2024-05-14 14:25 (-07),220,123,42%,79,17.26,8.62,435,149.00,,
2024-08-10 10:28 (-07),On Demand,Leanne Hainsby-Alldis,45,Cycling,Music,45 min 80s Rock Ride,2024-06-25 10:25 (-07),458,170,47%,83,19.93,14.94,757,164.00,,
2024-08-10 11:14 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2024-07-16 14:23 (-07),222,123,47%,70,17.45,8.73,438,150.00,,
2024-08-11 10:34 (-07),On Demand,Sam Yo,20,Cycling,Music,20 min 90s Ride,2024-08-05 04:55 (-07),203,169,45%,86,19.69,6.57,298,150.00,,
2024-08-11 10:55 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2024-07-02 14:25 (-07),367,136,45%,77,18.29,13.71,656,149.00,,
2024-08-12 10:38 (MST),On Demand,Denis Morton,30,Yoga,Flow,30 min 80s Yoga Flow,2024-08-10 09:26 (MST),,,,,,,233,106.19,,
2024-08-13 16:16 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2024-08-09 10:53 (MST),,,,,,,221,102.12,,
2024-08-14 21:36 (PDT),On Demand,Kirra Michel,30,Yoga,Power,30 min Power Slow Flow,2024-08-13 15:24 (PDT),,,,,,,154,87.32,,
2024-08-15 21:33 (PDT),On Demand,Denis Morton,30,Yoga,Power,30 min Power Flow,2024-08-05 21:00 (PDT),,,,,,,133,72.65,,
2024-08-16 13:06 (PDT),On Demand,Kirra Michel,30,Yoga,Power,30 min Power Slow Flow,2024-07-25 08:55 (PDT),,,,,,,180,93.90,,
2024-08-17 22:20 (PDT),On Demand,Aditi Shah,30,Yoga,Flow,30 min 2000s Yoga Flow,2024-08-16 04:23 (PDT),,,,,,,184,95.09,,
2024-08-18 21:17 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 90s Rock Ride,2024-06-18 22:55 (-07),311,172,50%,78,19.96,9.98,435,148.00,,
2024-08-18 21:48 (-07),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Pop Ride,2024-05-30 09:54 (-07),248,138,51%,68,18.18,9.09,419,145.49,,
2024-08-19 10:01 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2024-08-16 10:54 (MST),,,,,,,226,103.57,,
2024-08-20 05:45 (MST),On Demand,Aditi Shah,30,Yoga,Morning,30 min Morning Power Flow,2024-08-12 04:51 (MST),,,,,,,229,103.45,,
2024-08-21 10:18 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Ride,2024-08-18 01:24 (-07),303,168,48%,80,19.59,9.80,481,158.00,,
2024-08-21 10:50 (-07),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Max Ride,2024-05-23 09:54 (-07),270,150,48%,73,18.68,9.34,481,158.00,,
2024-08-22 09:29 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2024-06-15 04:56 (-07),508,141,39%,89,18.58,18.58,849,147.00,,
2024-08-22 10:31 (-07),Live,Ben Alldis,30,Cycling,Live DJ,30 min Live DJ Ride: Defected Records,2024-06-21 10:25 (-07),309,172,48%,79,19.98,9.99,493,160.00,,
2024-08-23 09:32 (MST),On Demand,Kirra Michel,45,Yoga,Focus Flow,45 min Focus Flow: Hips,2024-07-27 07:26 (MST),,,,,,,333,103.12,,
2024-08-23 17:21 (MST),On Demand,Denis Morton,30,Yoga,Power,30 min Power Flow,2024-07-05 09:00 (MST),,,,,,,220,108.60,,
2024-08-24 14:36 (-07),On Demand,Denis Morton,45,Cycling,Music,45 min 80s Ride,2024-07-20 12:30 (-07),421,156,45%,79,19.11,14.34,644,147.00,,
2024-08-24 15:23 (-07),On Demand,Denis Morton,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2024-07-14 21:00 (-07),72,120,39%,82,17.34,2.89,131,139.00,,
2024-08-25 10:50 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min 80s Ride,2024-06-16 05:55 (-07),326,181,49%,78,20.44,10.22,451,151.00,,
2024-08-26 09:33 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2024-06-08 04:55 (-07),502,139,40%,85,18.16,18.16,747,135.00,,
2024-08-26 10:34 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),18,59,27%,94,12.88,1.07,49,119.00,,
2024-08-26 10:39 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-19 00:00 (-07),,,,,,,15,,,
2024-08-26 15:27 (-07),On Demand,Denis Morton,30,Yoga,Morning,30 min Morning Yoga Flow,2024-08-22 21:00 (-07),,,,,,,224,104.15,,
2024-08-27 10:31 (-07),Live,Leanne Hainsby-Alldis,30,Cycling,Groove,30 min Groove Ride,2024-08-27 10:30 (-07),287,159,45%,83,19.42,9.71,409,142.00,,
2024-08-27 11:02 (-07),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Rock Ride,2024-06-03 10:24 (-07),368,136,42%,81,17.98,13.48,609,143.00,,
2024-08-27 11:48 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-08 23:00 (-07),38,127,40%,87,17.59,1.46,63,140.00,,
2024-08-27 11:53 (-07),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-11 01:00 (-07),,,,,,,15,,,
2024-08-27 15:30 (-07),Live,Kirra Michel,20,Yoga,Slow Flow,20 min Slow Flow,2024-08-27 15:24 (-07),,,,,,,151,104.56,,
2024-08-28 06:37 (-07),On Demand,Sam Yo,20,Cycling,Music,20 min New Wave Ride,2024-08-26 05:00 (-07),198,165,47%,81,19.65,6.55,264,,,
2024-08-28 09:07 (MST),On Demand,Aditi Shah,45,Yoga,Flow,45 min Yoga Flow,2024-08-24 05:24 (MST),,,,,,,298,99.62,,
2024-08-28 19:56 (MST),On Demand,Aditi Shah,20,Yoga,Flow,20 min Yoga Flow,2024-08-19 04:45 (MST),,,,,,,103,88.48,,
2024-08-29 07:27 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2024-06-05 03:54 (-07),375,139,41%,85,18.27,13.71,555,136.48,,
2024-08-29 08:13 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2024-07-12 08:00 (-07),20,66,32%,80,13.49,1.12,49,121.24,,
2024-08-30 06:40 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2024-06-27 04:25 (-07),481,134,42%,81,18.05,18.05,903,152.47,,
2024-08-31 07:11 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2024-08-17 04:55 (-07),353,131,41%,83,17.93,13.44,674,152.03,,
2024-08-31 07:57 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),16,54,27%,88,12.30,1.02,61,135.56,,
2024-08-31 08:02 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,49,119.87,,
2024-09-01 09:30 (PDT),On Demand,Jon Hosking,45,Walking,Music,45 min 80s Walk,2024-08-23 02:54 (PDT),0,,,,4.42,3.32,558,135.81,,
2024-09-03 20:53 (MST),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-08-10 07:23 (MST),,,,,,,407,99.72,,
2024-09-04 07:33 (MST),On Demand,Kirra Michel,45,Yoga,Flow,45 min Yoga Flow,2024-08-29 08:54 (MST),,,,,,,357,118.69,,
2024-09-05 09:30 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min Metal Ride,2024-09-03 11:55 (-07),298,166,46%,87,19.73,9.87,433,149.07,,
2024-09-05 10:01 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2024-08-27 14:30 (-07),234,130,43%,79,17.83,8.91,412,143.89,,
2024-09-05 10:31 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2024-07-12 08:00 (-07),18,62,32%,78,13.16,1.09,53,124.00,,
2024-09-06 10:24 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-03 21:00 (-07),,,,,,,35,102.10,,
2024-09-06 10:30 (-07),Live,Bradley Rose,20,Cycling,Music,20 min 2000s Rock Ride,2024-09-06 10:25 (-07),212,176,47%,87,20.25,6.75,319,158.28,,
2024-09-06 10:52 (-07),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2024-08-10 04:54 (-07),763,141,48%,73,18.60,27.90,1461,160.00,,
2024-09-06 12:23 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Whitney Houston Cool Down Ride,2022-12-21 01:37 (-07),22,74,36%,74,13.90,1.17,70,149.00,,
2024-09-06 12:28 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-12 00:00 (-07),,,,,,,57,132.56,,
2024-09-07 09:14 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min Grunge Ride,2024-06-18 23:42 (-07),299,166,48%,79,19.73,9.87,438,149.68,,
2024-09-07 09:46 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2024-09-03 03:25 (-07),217,120,40%,84,17.46,8.73,404,142.39,,
2024-09-07 10:17 (-07),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-11 01:00 (-07),,,,,,,41,110.37,,
2024-09-08 10:17 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2024-09-07 04:55 (-07),528,147,40%,92,18.50,18.50,781,139.16,,
2024-09-08 11:17 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),18,59,27%,97,12.92,1.07,54,128.20,,
2024-09-08 11:23 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-12-20 09:00 (-07),,,,,,,41,109.76,,
2024-09-09 06:09 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Trance Ride,2024-08-08 04:24 (-07),237,132,43%,81,18.01,9.01,372,135.55,,
2024-09-09 06:39 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),16,54,26%,89,12.25,1.02,50,122.08,,
2024-09-09 06:44 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-19 00:00 (-07),,,,,,,39,107.96,,
2024-09-09 11:39 (MST),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2024-07-28 05:30 (MST),,,,,,,417,101.65,,
2024-09-10 21:51 (-07),On Demand,Bradley Rose,60,Cycling,Music,60 min Pop Ride,2024-09-07 03:54 (-07),556,154,46%,81,19.25,19.25,793,140.96,,
2024-09-11 04:58 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Punk Ride,2024-09-10 11:04 (-07),192,160,47%,81,19.45,6.48,315,157.09,,
2024-09-11 05:18 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-29 23:00 (-07),33,110,40%,81,16.70,1.38,55,141.60,,
2024-09-11 05:24 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-05-23 23:00 (-07),,,,,,,50,121.61,,
2024-09-12 11:05 (PDT),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-06-06 08:54 (PDT),,,,,,,403,99.46,,
2024-09-13 12:25 (PDT),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-09-07 08:26 (PDT),,,,,,,388,99.99,,
2024-09-14 13:43 (PDT),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-05-24 10:54 (PDT),,,,,,,380,96.71,,
2024-09-15 13:30 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2024-03-23 05:26 (-07),523,145,44%,83,18.79,18.79,865,148.31,,
2024-09-15 14:30 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),16,53,27%,85,12.16,1.01,49,120.99,,
2024-09-15 14:36 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-23 21:00 (-07),,,,,,,38,104.74,,
2024-09-16 08:30 (PDT),On Demand,Matty Maggiacomo,10,Walking,Power Walk,Extra 10: Walk,2024-09-15 21:00 (PDT),0,,,,4.37,0.73,116,129.71,,
2024-09-16 08:44 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2024-01-06 05:56 (-07),538,149,44%,84,19.03,19.03,911,153.33,,
2024-09-16 09:45 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),16,54,27%,88,12.38,1.03,58,132.24,,
2024-09-16 09:50 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-19 00:00 (-07),,,,,,,43,115.58,,
2024-09-17 11:00 (PDT),On Demand,Denis Morton,60,Yoga,Flow,60 min Yoga Flow,2024-07-19 08:56 (PDT),,,,,,,447,104.26,,
2024-09-17 19:58 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Ride,2024-09-15 03:54 (-07),310,172,49%,81,19.93,9.97,424,146.73,,
2024-09-18 06:11 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min 80s Ride,2024-09-17 10:25 (-07),310,172,47%,85,20.09,10.04,465,155.45,,
2024-09-18 06:41 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-12 00:00 (-07),,,,,,,53,125.21,,
2024-09-18 09:57 (MST),On Demand,Kirra Michel,30,Yoga,Power,30 min Power Flow,2024-09-14 10:25 (MST),,,,,,,232,104.68,,
2024-09-18 21:07 (MST),On Demand,Aditi Shah,30,Yoga,Power,30 min Power Flow,2024-09-07 06:24 (MST),,,,,,,204,99.49,,
2024-09-19 18:59 (MST),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2024-04-26 10:52 (MST),,,,,,,458,104.75,,
2024-09-20 09:30 (-07),Live,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,2024-09-17 03:24 (-07),391,145,36%,96,18.30,13.73,642,147.49,,
2024-09-20 10:15 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),22,73,27%,96,14.11,1.17,62,138.26,,
2024-09-20 10:20 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-23 21:00 (-07),,,,,,,51,122.92,,
2024-09-21 06:18 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Rock Ride,2024-09-20 03:25 (-07),314,174,44%,85,20.22,10.11,481,158.77,,
2024-09-21 06:49 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-29 23:00 (-07),41,137,40%,83,18.34,1.52,76,154.82,,
2024-09-21 06:54 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-25 23:00 (-07),,,,,,,53,125.21,,
2024-09-21 17:17 (MST),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2024-01-27 06:25 (MST),,,,,,,415,102.12,,
2024-09-22 06:31 (MST),Live,Chelsea Jackson Roberts,30,Yoga,Flow,30 min Pop Yoga Flow,2024-09-22 06:30 (MST),,,,,,,204,100.07,,
2024-09-22 16:42 (MST),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2023-03-11 08:25 (MST),,,,,,,372,95.83,,
2024-09-23 13:47 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2024-09-21 04:55 (-07),518,144,35%,98,18.73,18.73,876,149.69,,
2024-09-23 14:47 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),22,73,27%,95,14.05,1.18,61,135.04,,
2024-09-23 14:53 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-23 21:00 (-07),,,,,,,47,118.01,,
2024-09-24 06:09 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min 90s Rock Ride,2024-09-23 03:25 (-07),321,178,45%,82,20.32,10.16,482,159.13,,
2024-09-24 06:40 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-08-15 23:00 (-07),40,134,42%,76,18.20,1.51,74,152.04,,
2024-09-24 19:44 (MST),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2024-02-24 06:26 (MST),,,,,,,378,97.78,,
2024-09-25 06:20 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min 90s Yoga Flow,2024-09-21 10:26 (MST),,,,,,,173,91.45,,
2024-09-25 19:31 (MST),On Demand,Denis Morton,60,Yoga,Flow,60 min Yoga Flow,2024-06-14 08:55 (MST),,,,,,,458,104.17,,
2024-09-26 13:56 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-09-14 21:00 (-07),,,,,,,44,114.02,,
2024-09-26 14:05 (-07),Live,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2024-09-24 17:25 (-07),362,134,34%,99,18.20,13.64,616,143.64,,
2024-09-26 14:50 (-07),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Imagine Dragons Cool Down Ride,2024-08-16 12:05 (-07),91,152,43%,82,19.23,3.20,140,145.52,,
2024-09-26 15:01 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-25 23:00 (-07),,,,,,,45,115.55,,
2024-09-27 10:48 (-07),On Demand,Christine D'Ercole,60,Cycling,Power Zone,60 min Power Zone Ride,2024-09-15 06:54 (-07),552,153,36%,98,19.00,19.00,880,149.66,,
2024-09-27 11:49 (-07),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2022-07-16 00:30 (-07),33,111,34%,92,16.82,1.40,71,150.84,,
2024-09-27 11:54 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-03-14 23:30 (-07),,,,,,,52,126.48,,
2024-09-28 14:59 (-07),On Demand,Hannah Frankson,60,Cycling,Music,60 min EDM Ride,2024-02-10 02:55 (-07),631,175,48%,77,20.23,20.24,882,150.15,,
2024-09-28 15:59 (-07),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2022-07-16 00:30 (-07),33,110,34%,91,16.79,1.39,64,141.61,,
2024-09-28 16:05 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,44,114.74,,
2024-09-29 08:46 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2024-02-10 05:54 (-07),504,140,36%,96,18.52,18.52,805,142.03,,
2024-09-29 09:47 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),24,79,27%,101,14.63,1.21,54,126.52,,
2024-09-29 09:52 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-19 00:00 (-07),,,,,,,38,106.30,,
2024-09-30 13:13 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min Bruno Mars Ride,2024-09-29 04:54 (-07),328,182,46%,83,20.54,10.27,445,151.21,,
2024-09-30 13:44 (-07),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2024-09-24 21:00 (-07),291,162,40%,84,19.35,9.67,450,152.09,,
2024-09-30 14:15 (-07),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-17 08:00 (-07),42,137,36%,81,18.07,1.52,71,149.33,,
2024-09-30 14:20 (-07),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-04-02 23:00 (-07),,,,,,,48,118.64,,
2024-10-01 08:46 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Nelly Furtado Yoga Flow,2024-09-28 05:25 (MST),,,,,,,198,98.70,,
2024-10-01 09:27 (MST),On Demand,Chelsea Jackson Roberts,30,Yoga,Flow,30 min Billie Eilish Yoga Flow,2024-09-27 05:23 (MST),,,,,,,198,98.70,,
2024-10-01 20:11 (MST),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2024-06-27 04:25 (MST),,,,,,,332,91.26,,
2024-10-02 10:10 (-07),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2024-09-14 03:55 (-07),658,146,33%,90,18.87,23.59,1008,142.19,,
2024-10-02 11:25 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),30,100,26%,95,16.16,1.34,58,133.16,,
2024-10-02 11:30 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-12-20 09:00 (-07),,,,,,,37,104.84,,
2024-10-03 10:58 (-07),On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2023-07-28 08:00 (-07),83,138,29%,101,18.22,3.04,115,129.85,,
2024-10-03 11:10 (-07),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2023-07-28 08:00 (-07),242,202,37%,96,21.46,7.15,326,160.53,,
2024-10-03 11:32 (-07),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Imagine Dragons Cool Down Ride,2024-08-16 12:05 (-07),92,153,38%,82,19.24,3.21,147,150.38,,
2024-10-03 11:43 (-07),On Demand,Sam Yo,20,Cycling,Low Impact,20 min Autumn Recovery Ride,2024-09-21 21:00 (-07),112,94,30%,81,15.58,5.19,230,129.58,,
2024-10-03 12:04 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post Ride Stretch,2024-10-01 21:00 (-07),,,,,,,34,102.78,,
2024-10-04 06:32 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min Coldplay Ride,2024-09-26 10:55 (-07),349,194,45%,75,21.06,10.53,466,155.60,,
2024-10-04 10:53 (MST),On Demand,Aditi Shah,60,Yoga,Slow Flow,60 min Slow Flow,2024-02-25 10:24 (MST),,,,,,,322,90.11,,
2024-10-05 07:20 (-07),Live,Bradley Rose,30,Cycling,Music,30 min 90s Ride,2024-10-04 21:00 (-07),333,185,43%,79,20.71,10.35,461,154.38,,
2024-10-05 07:50 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-29 23:00 (-07),32,107,32%,81,16.54,1.38,62,136.58,,
2024-10-05 07:56 (-07),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch: Imagine Dragons,2021-07-02 05:00 (-07),,,,,,,44,113.65,,
2024-10-05 21:05 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2024-09-20 04:24 (MST),,,,,,,192,96.68,,
2024-10-06 16:19 (-07),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 07:00 (-07),115,191,42%,81,20.99,3.50,126,136.92,,
2024-10-06 16:30 (-07),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone 80s Ride,2024-09-23 10:24 (-07),396,147,32%,93,18.68,14.01,581,138.65,,
2024-10-06 17:15 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2024-07-25 21:00 (-07),42,140,37%,79,18.53,1.54,62,134.79,,
2024-10-06 17:21 (-07),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-26 00:00 (-07),,,,,,,40,107.87,,
2024-10-07 06:40 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min Rock Ride,2024-10-05 12:56 (-07),340,189,43%,79,20.84,10.42,454,153.16,,
2024-10-07 07:10 (-07),On Demand,Denis Morton,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2023-06-05 07:00 (-07),93,155,38%,79,19.36,3.23,146,149.26,,
